0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.099954214,0,0.099984413,4.09E-06,0.100007823,4.91E-06,0.100013687,2.05E-05,0.100007689,2.51E-05,0.100000704,2.80E-05,0.100017836,4.35E-06,0.10001671,4.20E-06,0.100015661,3.77E-06,0.10001476,3.08E-06,0.100014069,2.17E-06,0.100013634,1.13E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.199937494,0,0.200007951,1.24E-05,0.200015772,4.64E-06,0.200036922,2.39E-05,0.200029923,2.93E-05,0.200021772,3.26E-05,0.20003725,-1.57E-05,0.200041317,-1.52E-05,0.200045107,-1.36E-05,0.200048362,-1.11E-05,0.200050859,-7.86E-06,0.200052429,-4.07E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(18.66025403784439, 4.999999999999999)"
0.299963193,0,0.30003751,1.46E-05,0.300017935,-1.90E-07,0.300045054,8.47E-06,0.300042572,1.04E-05,0.300039681,1.16E-05,0.300039643,-3.71E-05,0.300049257,-3.59E-05,0.300058215,-3.22E-05,0.300065908,-2.63E-05,0.300071811,-1.86E-05,0.300075522,-9.61E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.399997427,0,0.400045348,9.34E-06,0.400013454,-6.05E-06,0.40003378,-9.60E-06,0.400036591,-1.18E-05,0.400039864,-1.31E-05,0.400024507,-4.13E-05,0.400035207,-3.99E-05,0.400045178,-3.58E-05,0.40005374,-2.92E-05,0.40006031,-2.07E-05,0.40006444,-1.07E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.500009742,0,0.500030822,2.34E-06,0.500005573,-9.46E-06,0.50001515,-1.58E-05,0.500019782,-1.94E-05,0.500025175,-2.16E-05,0.500004545,-2.78E-05,0.500011741,-2.69E-05,0.500018447,-2.41E-05,0.500024206,-1.97E-05,0.500028625,-1.39E-05,0.500031402,-7.20E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.599997754,0,0.600010957,-5.80E-07,0.599998671,-9.02E-06,0.600003081,-8.43E-06,0.600005549,-1.03E-05,0.600008423,-1.15E-05,0.599993022,-9.24E-06,0.599995415,-8.93E-06,0.599997644,-8.01E-06,0.599999558,-6.54E-06,0.600001027,-4.62E-06,0.600001951,-2.39E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.699978713,0,0.700001592,1.78E-06,0.699995611,-5.71E-06,0.700003181,3.97E-06,0.700002018,4.87E-06,0.700000663,5.43E-06,0.699994812,1.07E-06,0.699994536,1.03E-06,0.699994278,9.26E-07,0.699994056,7.56E-07,0.699993886,5.35E-07,0.699993779,2.77E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.799969862,0,0.800006745,6.48E-06,0.799996686,-1.80E-06,0.800011772,1.13E-05,0.800008448,1.39E-05,0.800004577,1.55E-05,0.800005546,-1.75E-06,0.800005999,-1.69E-06,0.800006421,-1.51E-06,0.800006783,-1.24E-06,0.800007061,-8.74E-07,0.800007236,-4.53E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.899976478,0,0.900019805,9.64E-06,0.900000149,6.02E-07,0.900020992,9.22E-06,0.900018292,1.13E-05,0.900015147,1.26E-05,0.900016559,-1.33E-05,0.900020012,-1.29E-05,0.900023229,-1.16E-05,0.900025992,-9.43E-06,0.900028112,-6.67E-06,0.900029444,-3.45E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
