0.009,2,13.87527444,18.01054502
0.009,1.8,13.84244039,18.14523315
0.009,1.6,13.72641433,18.04488397
0.009,1.4,10.15522682,15.45494699
0.009,1.2,7.232478629,13.13993406
0.009,1,4.713832279,10.60595798
0.009,0.8,2.664617176,7.932371855
0.009,0.6,1.104529841,5.215723038
0.009,0.4,0,0.0000679
0.009,0.2,0,0.000160933
0.09,0.2,0,9.29832458496094E-05
0.09,0.4,0,0.0001010895
0.09,0.6,0,0.0001828671
0.09,0.8,0.000000039,0.0003960133
0.09,1,0,8.0108642578125E-05
0.09,1.2,3.88292230417166E-08,0.0002801418
0.09,1.4,0.2086526918,0.7072820663
0.09,1.6,0.5498450796,1.2230839729
0.09,1.8,0.9174622731,1.5216829777
0.09,2,1.3786764628,1.8277139664
1,2,0,7.29560852050781E-05
1,1.8,0,8.70227813720703E-05
1,1.6,0,6.69956207275391E-05
1,1.4,9.5583504026661E-09,0.0002169609
1,1.2,0,0.0001001358
1,1,0,0.0001161098
1,0.8,0,0.0001139641
1,0.6,0,5.00679016113281E-05
1,0.4,0,0.0002510548
1,0.2,0,6.50882720947266E-05
0.005,0.2,0,0.0001039505
0.005,0.4,0.6786946093,5.4060180187
0.005,0.6,2.7252986028,10.7808279991
0.005,0.8,5.6081067432,15.5141530037
0.005,1,9.3248685957,19.9068310261
0.005,1.2,13.7683575797,24.2852699757
0.005,1.4,13.7927614443,24.2201440334
0.005,1.6,13.8102058504,24.1550049782
0.005,1.8,13.8311538032,24.0327801704
0.005,2,13.8591090801,24.2113859653
0.02,2,9.4230094633,10.0130138397
0.02,1.8,7.3926799905,8.8192610741
0.02,1.6,5.7591516402,7.8149290085
0.02,1.4,4.1961644226,6.6847820282
0.02,1.2,2.775867167,5.4753551483
0.02,1,1.6503814878,4.2613890171
0.02,0.8,0.7050953756,2.7228999138
0.02,0.6,0,4.91142272949219E-05
0.02,0.4,0,4.69684600830078E-05
0.02,0.2,0,7.70092010498047E-05
0.0009,0.2,1.2866610186,17.3178539276
0.0009,0.4,8.1369214324,43.656826973
0.0009,0.6,13.587455712,56.0702750683
0.0009,0.8,13.5972487517,56.4275169373
0.0009,1,13.6070455643,56.4111309052
0.0009,1,13.6080254367,56.1894910336
0.0009,1.4,13.6286109553,56.4275720119
0.0009,1.6,13.6369472937,56.3624951839
0.0009,1.8,13.6477398422,56.4376289845
0.0009,2,13.6565731262,56.5198760033
0.05,2,3.1439006998,3.6487379074
0.05,1.8,2.4682746096,3.2523210049
0.05,1.6,1.7503587047,2.7281060219
0.05,1.4,1.0394033562,2.1233539581
0.05,1.2,0.5882795859,1.624628067
0.05,1,0.1011070858,0.7065110207
0.05,0.8,0,7.70092010498047E-05
0.05,0.6,0,0.0001089573
0.05,0.4,0,0.000287056
0.05,0.2,0,0.0001308918
0.07,0.2,0,5.88893890380859E-05
0.07,0.4,0,7.60555267333984E-05
0.07,0.6,0,8.79764556884766E-05
0.07,0.8,0,6.103515625E-05
0.07,1,0,6.29425048828125E-05
0.07,1.2,0.1036951845,0.6061589718
0.07,1.4,0.5285688177,1.3165268898
0.07,1.6,1.0324138966,1.8133862019
0.07,1.8,1.5495397578,2.2221300602
0.07,2,2.1712978834,2.6304709911
0.2,2,0.1015698482,0.4046759605
0.2,1.8,0,9.20295715332031E-05
0.2,1.6,0,4.91142272949219E-05
0.2,1.4,0,0.0001180172
0.2,1.2,0,7.89165496826172E-05
0.2,1,0,9.70363616943359E-05
0.2,0.8,0,8.91685485839844E-05
0.2,0.6,0,0.0001440048
0.2,0.4,0,0.0002129078
0.2,0.2,3.96048292988681E-08,0.0002348423
0.5,0.2,0,6.98566436767578E-05
0.5,0.4,0,7.48634338378906E-05
0.5,0.6,0,0.0001058578
0.5,0.8,0,7.60555267333984E-05
0.5,1,0,0.0001249313
0.5,1.2,0,0.000082016
0.5,1.4,0.000000057,0.0020480156
0.5,1.6,0,7.39097595214844E-05
0.5,1.8,0,7.10487365722656E-05
0.5,2,0,0.0001459122
0.7,2,3.76702690245143E-08,0.0002632141
0.7,1.8,0,0.0001111031
0.7,1.6,3.76664514296724E-08,0.0003480911
0.7,1.4,1.69250588287546E-08,0.0002088547
0.7,1.2,0,6.60419464111328E-05
0.7,1,0,0.0001180172
0.7,0.8,0,5.79357147216797E-05
0.7,0.6,3.86600885978158E-08,0.0002160072
0.7,0.4,0,6.79492950439453E-05
0.7,0.2,0,0.0002090931
0.9,0.2,0,0.0001709461
0.9,0.4,0,0.0002930164
0.9,0.6,3.95582004709818E-08,0.0001721382
0.9,0.8,0,7.00950622558594E-05
0.9,1,0,0.0001118183
0.9,1.2,0,9.29832458496094E-05
0.9,1.4,0,9.70363616943359E-05
0.9,1.6,0,8.392333984375E-05
0.9,1.8,0,7.39097595214844E-05
0.9,2,3.76714574163652E-08,0.0003142357
0.0009,0.1,0,0.0005760193
0.0009,0.3,4.1320093359,31.2235901356
0.0009,0.5,13.2388474575,55.5236649513
0.0009,0.7,13.594800108,56.3907210827
0.0009,0.9,13.6021467254,56.5109810829
0.0009,1.1,13.6129253304,56.28404212
0.0009,1.3,13.6227277885,56.055588007
0.0009,1.5,13.6340049194,56.2071731091
0.0009,1.7,13.6413619795,56.3598740101
0.0009,1.9,13.652156139,56.3624660969
0.005,1.9,13.8462927395,24.1381011009
0.005,1.7,13.8195140793,24.0557010174
0.005,1.5,13.7985749738,24.1858820915
0.005,1.3,13.7764902152,24.1257991791
0.005,1.1,11.4847223696,21.9984028339
0.005,0.9,7.3066329206,17.4795219898
0.005,0.7,4.0699032131,13.0329921246
0.005,0.5,1.6102525264,8.2857079506
0.005,0.3,0,4.91142272949219E-05
0.005,0.1,0,0.0001008511
0.009,0.1,0,8.41617584228516E-05
0.009,0.3,3.31774022363203E-08,0.0002479553
0.009,0.5,0.4717905684,3.358287096
0.009,0.7,1.8286357979,6.5738229752
0.009,0.9,3.7350248448,9.427213192
0.009,1.1,6.0075047487,11.8152318001
0.009,1.3,8.694429854132604,14.378615856170654
0.009,1.5,11.876587029114855,16.73392105102539
0.009,1.7,13.828381578557703,18.11173415184021
0.009,1.9,13.862761710085522,18.16308903694153
0.02,1.9,8.286725444324626,9.32890009880066
0.02,1.7,6.544848127756244,8.294772863388062
0.02,1.5,4.8787940440788535,7.167212009429932
0.02,1.3,3.451210315885829,6.0545549392700195
0.02,1.1,2.176753857466274,4.835400819778442
0.02,0.9,1.1953772504429254,3.5423879623413086
0.02,0.7,0.2743346183505158,1.7260990142822266
0.02,0.5,0.0,0.00011706352233886719
0.02,0.3,0.0,4.38690185546875e-05
0.02,0.1,0.0,0.00015306472778320312
0.05,0.1,0.0,7.605552673339844e-05
0.05,0.3,0.0,0.00011992454528808594
0.05,0.5,0.0,8.893013000488281e-05
0.05,0.7,0.0,0.0001990795135498047
0.05,0.9,0.0,4.696846008300781e-05
0.05,1.1,0.2724229451035887,1.107024908065796
0.05,1.3,0.7525804701693537,1.813791036605835
