0.05,1.5,1.367797945486639,2.408468008041382
0.05,1.7,2.019402012939675,2.9184858798980713
0.05,1.9,2.7958829787341264,3.4200448989868164
0.07,1.9,1.9286100983607846,2.410878896713257
0.07,1.7,1.211903028085705,1.9185500144958496
0.07,1.5,0.7606231013522727,1.5185070037841797
0.07,1.3,0.4124699251050745,1.1116108894348145
0.07,1.1,3.853796659714511e-08,0.00023889541625976562
0.07,0.9,3.901376381478733e-08,0.00023102760314941406
0.07,0.7,0.0,0.000102996826171875
0.07,0.5,0.0,8.296966552734375e-05
0.07,0.3,0.0,6.508827209472656e-05
0.07,0.1,0.0,8.20159912109375e-05
0.09,0.1,0.0,7.796287536621094e-05
0.09,0.3,0.0,7.200241088867188e-05
0.09,0.5,0.0,0.00017881393432617188
0.09,0.7,0.0,8.392333984375e-05
0.09,0.9,0.0,0.00019502639770507812
0.09,1.1,0.0,7.915496826171875e-05
0.09,1.3,0.0,5.1021575927734375e-05
0.09,1.5,0.44208603419698006,1.106637954711914
0.09,1.7,0.6660895485919598,1.3123488426208496
0.09,1.9,1.3578919977077613,1.808288812637329
0.2,1.9,0.13409830810453952,0.4007837772369385
0.2,1.7,0.0,5.698204040527344e-05
0.2,1.5,0.0,8.916854858398438e-05
0.2,1.3,0.0,4.291534423828125e-05
0.2,1.1,0.0,0.0002009868621826172
0.2,0.9,3.959678440240336e-08,0.0004138946533203125
0.2,0.7,0.0,5.698204040527344e-05
0.2,0.5,0.0,8.20159912109375e-05
0.2,0.3,0.0,0.0001380443572998047
0.2,0.1,0.0,6.699562072753906e-05
