
new,new,new,new,new,new,new,new,new,new,new
0.0006689614457986576,-0.00045107884556024004,7.019101311118254e-06,20,2.0,0.0,1.7980381727218628,0.0004021845035965572,0.00021859578147128344,7.019101311118254e-06,0.0002256148827824017
0.00629935448695222,-0.0004497691191474313,7.305219326536928e-06,20,2.0,0.0,1.7980381727218628,0.0004185813619806289,0.00021828988820859363,7.305219326536928e-06,0.00022559510753513055
0.033056228300209725,-0.00044690484346959314,7.313098107689882e-06,20,2.0,0.0,1.7980382919311524,0.0004188964740974533,0.00021989463513277045,7.313098107689882e-06,0.00022720773324046031
0.07931722252287358,-0.00044443052602345396,7.303920895607674e-06,20,2.0,0.0,1.7980382919311524,0.0004185177772712357,0.00022408802123202086,7.303920895607674e-06,0.0002313919421276285
0.14577062684782027,-0.000441630725844774,7.312020219123505e-06,21,2.1,0.0,1.7980382919311524,0.0004190259521829196,0.0002186751256062239,7.312020219123505e-06,0.0002259871458253474
0.21328925799449924,-0.00043967107425589135,7.3049400696011195e-06,21,2.1,0.0,1.7980382919311524,0.00041848062549724687,0.00022573081708608314,7.3049400696011195e-06,0.00023303575715568427
0.33237756645386446,-0.0004365778569899578,7.308561127045791e-06,22,2.2,0.0,1.7980382919311524,0.00041888178727871804,0.00022645273944206227,7.308561127045791e-06,0.00023376130056910807
0.4396572347435098,-0.0004342877832482048,7.310648190671164e-06,23,2.3000000000000003,0.0,1.7980382919311524,0.000418625138497076,0.00022613438326795986,7.310648190671164e-06,0.00023344503145863104
0.5612017465765076,-0.0004320480501367298,7.30719277723462e-06,24,2.4000000000000004,0.0,1.7980382919311524,0.00041876633614022963,0.00022765498503733193,7.30719277723462e-06,0.00023496217781456656
0.722594648936316,-0.00042931896276502584,7.310391942751094e-06,26,2.6,0.0,1.7980382919311524,0.00041878918591450827,0.00022136635867922783,7.310391942751094e-06,0.00022867675062197894
0.9213982419541777,-0.00042658109864023757,7.301664503979878e-06,27,2.7,0.0,1.7980382919311524,0.000418397831636543,0.0002325390353778424,7.301664503979878e-06,0.00023984069988182226
1.131682094953599,-0.0004237022816713412,7.306198713246259e-06,29,2.9000000000000004,0.0,1.7980382919311524,0.0004187364368674096,0.00023230132454582768,7.306198713246259e-06,0.00023960752325907395
1.343998824778139,-0.00042128202291963064,7.303658581357092e-06,31,3.1,0.0,1.7980382919311524,0.0004182548760062725,0.00023260621208479615,7.303658581357092e-06,0.00023990987066615325
1.5683639813515478,-0.0004188060424436177,7.301046589825582e-06,33,3.3000000000000003,0.0,1.7980382919311524,0.00041846119922415976,0.0002345546492766719,7.301046589825582e-06,0.00024185569586649748
1.8113795548670215,-0.00041632656921913,7.302007913908056e-06,36,3.6,0.0,1.7980382919311524,0.0004182951095662269,0.00022546205493311096,7.302007913908056e-06,0.00023276406284701903
2.10910654256373,-0.00041363801258242883,7.294671978280747e-06,38,3.8000000000000003,0.0,1.7980382919311524,0.0004181345256095114,0.00023733221596211466,7.294671978280747e-06,0.0002446268879403954
2.414080263530886,-0.00041080847318818387,7.298476863496821e-06,41,4.1000000000000005,0.0,1.7980382919311524,0.00041818848293491987,0.00023637176209932929,7.298476863496821e-06,0.00024367023896282615
2.789017285660114,-0.0004078672151960341,7.293064138275471e-06,44,4.4,0.0,1.7980382919311524,0.00041773424369630636,0.00024588606860520817,7.293064138275471e-06,0.00025317913274348365
3.0823278331747743,-0.00040557991328823984,7.2899835854487925e-06,48,4.800000000000001,0.0,1.7980382919311524,0.0004178388521136825,0.00022859979372124285,7.2899835854487925e-06,0.0002361218360430037
3.4634092382403208,-0.000401193920063835,5.464983275012842e-05,51,5.1000000000000005,0.0,1.7980382919311524,0.0015656526751136933,0.00019049019944464374,5.464983275012842e-05,0.00024514003219477216
3.8104326716760304,-0.0003793761025685182,9.622613650777226e-05,55,5.5,0.0,1.7980400800704956,0.004920238147708885,0.00012831424719449272,9.622613650777226e-05,0.00022454038370226496
4.155659987857653,-0.0003465852507728976,9.87855630531149e-05,58,5.800000000000001,0.0,1.7980419874191285,0.005524815795294936,0.00011198912045585306,9.87855630531149e-05,0.00021077468350896796
4.50268650962092,-0.0003126613841631647,9.988777414399296e-05,62,6.2,0.0,1.7980419874191285,0.0056921394283989055,8.43217913834716e-05,9.988777414399296e-05,0.00018420956552746455
4.822742684123654,-0.0002812833932577779,9.697378085089273e-05,65,6.5,0.0,1.798042106628418,0.00555514801835995,7.073059459480428e-05,9.697378085089273e-05,0.000167704375445697
5.166174163076746,-0.0002486131546098741,9.523436673543824e-05,68,6.800000000000001,0.0,1.7980419874191285,0.0054561853629778445,5.693188444786258e-05,9.523436673543824e-05,0.00015216625118330082
5.4934233295698425,-0.00021771693163450474,9.363056552994921e-05,72,7.2,0.0,1.7980416297912598,0.005364535298064486,3.3944675726853404e-05,9.363056552994921e-05,0.00012757524125680262
5.838653678884383,-0.0001862367607374869,9.067377103809866e-05,75,7.5,0.0,1.798041868209839,0.005195204412787694,2.1426131065587075e-05,9.067377103809866e-05,0.00011209990210368574
6.1766921782212245,-0.00015591790757406927,8.913974174797332e-05,78,7.800000000000001,0.0,1.7980417490005494,0.005109085458447159,6.90975977155044e-06,8.913974174797332e-05,9.604950151952376e-05
6.579461857300176,-0.00012058249748328974,8.728948644607263e-05,82,8.200000000000001,0.0,1.7980416297912598,0.004998974736010225,-1.2880563827407123e-05,8.728948644607263e-05,7.44089226186655e-05
6.87434720498059,-9.553038541141559e-05,8.469634280937648e-05,86,8.6,0.0,1.7980416297912598,0.00485554447872579,-2.9337358899317635e-05,8.469634280937648e-05,5.535898391005885e-05
7.189011825565446,-6.928644035125698e-05,8.25871743204406e-05,89,8.9,0.0,1.7980416297912598,0.004731628875587137,-4.209218940549125e-05,8.25871743204406e-05,4.0494984914949344e-05
7.50008053910754,-4.4024253000539935e-05,8.088628812518031e-05,92,9.200000000000001,0.0,1.7980415105819703,0.004636329724745354,-5.4487124827199164e-05,8.088628812518031e-05,2.589784634125241e-05
7.890265335077506,-1.2745736048713936e-05,7.929086693988034e-05,95,9.5,0.0,1.7980413913726807,0.004543191473754878,-7.137295579204452e-05,7.929086693988034e-05,7.91791114783582e-06
8.294835301452258,1.8443427933685815e-05,7.688861568620808e-05,99,9.9,0.0,1.7980412721633912,0.004406338226968862,-8.827880933893876e-05,7.688861568620808e-05,-1.1490053294568892e-05
8.63467453216959,4.3970845860804957e-05,7.271180765029566e-05,103,10.14142135623731,0.1414213562373095,1.7980411529541016,0.004183870520233284,0.09348293156121622,7.271180765029566e-05,0.09355564336886651
9.021198938952766,-2.1713060833603807e-05,0.026682719079233207,106,10.353553390593273,0.35355339059327373,1.7980411529541016,0.7965835421323323,0.2327144530123248,0.026682719079233207,0.259397172091558
9.395276557022754,0.009006183442837176,0.14236749040702454,110,10.636396103067893,0.6363961030678927,1.7982529878616333,39.21767690687446,0.3256729915970621,0.14236749040702454,0.46804048200408666
9.738910986446255,0.03437153708542552,0.3585400492585797,114,10.919238815542512,0.9192388155425117,1.7999979734420777,27.65793771765515,0.2847557461846166,0.3585400492585797,0.6432957954431963
10.095452984825805,0.0811440437590165,0.633664840912531,117,11.131370849898476,1.131370849898476,1.795657205581665,11.87307475265343,0.15859225076347128,0.633664840912531,0.7922570916760022
10.438973768507356,0.15043118774173644,0.9149892544697014,122,11.48492424049175,1.4849242404917498,1.7987595081329346,3.1641083390026115,-0.008216598331667657,0.9149892544697014,0.906023476291816
10.763199369462136,0.24216598510180484,1.197590775945584,125,11.697056274847714,1.697056274847714,1.7963750839233399,19.89741941362554,-0.19743628353510068,1.197590775945584,1.0001544924104833
11.026849171908204,0.3395882957398077,1.4425653144385504,128,11.909188309203678,1.9091883092036783,1.798172402381897,34.4716740280055,-0.38388696047649273,1.4425653144385504,1.0586783539620577
11.245197687635232,0.43895228855102797,1.6581212791907762,131,12.121320343559642,2.1213203435596424,1.7979946613311768,46.81632470338492,-0.5674482183139509,1.6581212791907762,1.0906730608768254
11.532775064936942,0.6014720333679633,1.963309179658459,133,12.262741699796951,2.262741699796952,1.7690781831741333,64.48599012975409,-0.8065193285525005,1.963309179658459,1.1567898511059584
11.766702737433114,0.7572370091017171,2.1777354929744193,136,12.474873734152917,2.4748737341529163,1.7512532949447632,77.79012355518931,-0.9979985288217564,2.1777354929744193,1.1797369641526627
11.975974478111832,0.9095304023497403,2.2916179174508624,139,12.68700576850888,2.6870057685088806,1.6522671461105347,85.20631293957365,-1.101347922264276,2.2916179174508624,1.1902699951865865
12.180393826318761,1.0733566853143917,2.3155648266777313,141,12.82842712474619,2.82842712474619,1.6141028881072998,87.8698710358799,-1.0984753013117023,2.3155648266777313,1.217089525366029
12.351593100451154,1.2259737086649267,2.244934460276709,144,13.040559159102154,3.040559159102154,1.6172551393508912,85.11497886753828,-1.0370075405731798,2.244934460276709,1.2079269197035292
12.51380164827412,1.3893559849785335,2.059571880452446,146,13.181980515339465,3.181980515339464,1.6798609972000123,79.58625772624943,-0.8455614240278908,2.059571880452446,1.2140104564245553
12.657460825299644,1.5644173663498844,1.7657750331266662,149,13.394112549695429,3.394112549695428,1.7690378904342652,60.55793049372695,-0.5777321848282333,1.7657750331266662,1.1880428482984329
12.754765679047193,1.7225304953250031,1.5234032627287828,151,13.535533905932738,3.5355339059327378,1.7834985733032227,45.37430026070368,-0.36064698608152956,1.5234032627287828,1.1641506156061068
12.826547968992289,1.8709050024404337,1.3202447451158683,153,13.676955262170047,3.676955262170047,1.7982216358184815,33.88936103003064,-0.18951821492696852,1.3202447451158683,1.1307265301888998
12.929856536505254,2.0991627301883518,1.0846077672621588,154,13.747665940288702,3.747665940288702,1.796562123298645,19.59045609312426,0.025672162468564075,1.0846077672621588,1.1102799297307229
13.046111429583359,2.3332367274036283,0.8727513391739136,157,13.959797974644665,3.9597979746446663,1.7981637001037598,7.438603798631568,0.1862414420735291,0.8727513391739136,1.0589927812474427
13.183134728554485,2.575294159673415,0.7247476859592846,159,14.101219330881975,4.1012193308819755,1.7985998868942261,1.5504425695236488,0.30441114765987265,0.7247476859592846,1.0291588336191573
13.340106865106344,2.81537315317738,0.659659353003181,162,14.31335136523794,4.31335136523794,1.8007667541503907,6.861715286505918,0.33496889689991954,0.659659353003181,0.9946282499031005
13.505411482539325,3.0389476923589065,0.6678270928191532,165,14.525483399593904,4.525483399593904,1.8035452842712403,7.1930291268751345,0.30156009896895253,0.6678270928191532,0.9693871917881057
13.724690058630816,3.302640548037015,0.7655222187259566,167,14.666904755831213,4.666904755831213,1.800352144241333,3.022349756608684,0.20085804945384134,0.7655222187259566,0.9663802681797979
13.949997849018239,3.553993763271923,0.9115537494416092,171,14.949747468305834,4.949747468305833,1.7987808465957642,5.150152275504991,0.03767419592365295,0.9115537494416092,0.9492279453652621
14.190794306238187,3.8458186154008738,1.0316191812719537,174,15.161879502661797,5.1618795026617965,1.800779151916504,12.663425931425872,-0.09604562877025812,1.0316191812719537,0.9351020765548349
14.370246334350124,4.0978340860821545,1.095574984044183,178,15.444722215136416,5.444722215136416,1.79803626537323,17.168884692688394,-0.19814427048679953,1.095574984044183,0.8974307135573836
14.570466694178178,4.414722270149846,1.088620827236204,181,15.65685424949238,5.65685424949238,1.797275710105896,18.07583829434825,-0.23643653955483357,1.088620827236204,0.8521842876813703
14.772622395327216,4.7477040890837845,0.9497937025089006,185,15.939696961966998,5.939696961966999,1.7979307651519776,12.279554301547623,-0.15383315367166972,0.9497937025089006,0.7959605488372309
