0.0011204487896823347,-0.00034124216509094467,-0.2960010611332496,30,3.0,0.0,2,16.95961153432907,7.458100411747689e-05,3.920888233541711e-05,0.0,0.2960010611332496
0.008182083596310126,-0.0003352705779044744,0.0008909943973713032,30,3.0,0.0,2,0.05105021853917784,7.268132986498498e-05,3.938116386593129e-05,0.0,-0.0008909943973713032
0.031056381155244145,-0.0003247863916522528,0.0005212019016575286,30,3.0,0.0,2,0.029862669239168974,7.000537179603645e-05,3.938922508857469e-05,0.0,-0.0005212019016575286
0.0783735442236067,-0.00031229697391311497,0.000278604082168269,30,3.0,0.0,2,0.015962838063357812,6.749948476688817e-05,3.939199415789181e-05,0.0,-0.000278604082168269
0.15077589026087562,-0.00029945437112647937,0.0001826681044623756,31,3.1,0.0,2,0.010466111437348961,6.213285039442142e-05,3.940381109851393e-05,0.0,-0.0001826681044623756
0.22691236834742864,-0.0002889320909788616,0.00014229519701680022,32,3.2,0.0,2,0.008152914234045195,5.777550074157358e-05,3.940699969776265e-05,0.0,-0.00014229519701680022
0.3407254240276811,-0.0002762809398113258,0.0001128871901656787,32,3.2,0.0,2,0.006467959557584122,5.720781897317528e-05,3.941841667176275e-05,0.0,-0.0001128871901656787
0.44968634150101594,-0.0002658714735496266,9.8149063196318e-05,33,3.3000000000000003,0.0,2,0.0056235270843118185,5.385427407551964e-05,3.942369622285865e-05,0.0,-9.8149063196318e-05
0.6063972689811606,-0.00025317739475513184,8.19173359003241e-05,34,3.4000000000000004,0.0,2,0.004693517616044073,5.119571515510826e-05,3.943184303375836e-05,0.0,-8.19173359003241e-05
0.7378832179174598,-0.0002435141393118431,7.464751745106924e-05,36,3.6,0.0,2,0.004276987701075428,4.564309187401933e-05,3.943873995363369e-05,0.0,-7.464751745106924e-05
0.8947940667502701,-0.00023337655104800864,6.555875823793979e-05,37,3.7,0.0,2,0.0037562401571524674,4.375159967812115e-05,3.94424887641597e-05,0.0,-6.555875823793979e-05
1.0764602669732095,-0.00022236397030087908,6.14360526189988e-05,39,3.9000000000000004,0.0,2,0.0035200265250122788,3.930834576896202e-05,3.9445272336775804e-05,0.0,-6.14360526189988e-05
1.3126737944572389,-0.00020968499870970794,5.456780292251934e-05,41,4.1000000000000005,0.0,2,0.003126504804761997,3.577511025785075e-05,3.945289782286241e-05,0.0,-5.456780292251934e-05
1.5178626416086158,-0.0001993224582217297,5.0785190934391394e-05,43,4.3,0.0,2,0.0029097771023066767,3.219198808472228e-05,3.9451655705729756e-05,0.0,-5.0785190934391394e-05
1.8086775194102762,-0.00018606355669288123,4.649673112791403e-05,45,4.5,0.0,2,0.002664066454784034,2.9672542122680822e-05,3.946207765565012e-05,0.0,-4.649673112791403e-05
2.0654028402321134,-0.00017499530783172826,4.331446401853719e-05,48,4.800000000000001,0.0,2,0.0024817359801334446,2.4532131060711886e-05,3.946095361275665e-05,0.0,-4.331446401853719e-05
2.3726320993730616,-0.00016263880152961947,4.03932917322069e-05,51,5.1000000000000005,0.0,2,0.0023143651368961377,1.771422903239245e-05,4.191791714761244e-05,0.0,-4.03932917322069e-05
2.636636914927887,-0.0001515813993031496,4.171456915949858e-05,54,5.4,0.0,2,0.0023900687570458544,1.3306433878874165e-05,4.1547522870410537e-05,0.0,-4.171456915949858e-05
2.9306423937581125,-0.00013944620072755946,4.175454368856102e-05,56,5.6000000000000005,0.0,2,0.002392359128849155,1.121263454082217e-05,4.1026975571602326e-05,0.0,-4.175454368856102e-05
3.244648262889864,-0.00012662089733725184,4.063752886782584e-05,59,5.9,0.0,2,0.0023283588939674673,6.937271799849058e-06,4.074789754012023e-05,0.0,-4.063752886782584e-05
